sample_id	sample_name	raw_path	region
"AA_ASAP116_PD_NP22-55_PFC"	"AA_ASAP116_PD_NP22-55_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_JGJSeq275_276_277_279_2023_252NovaseqX/data/AA_ASAP116_PD_NP22_55_PFC_S33"	"PFC"
"AA_ASAP80_PD_NP21-57_PFC"	"AA_ASAP80_PD_NP21-57_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/JGJSeq264_10X_AA_JJ_2023_193/230906_A00681_0900_AHMFLKDMXY/HMFLKDMXY/outs/fastq_path/10X/Seq264_4"	"PFC"
"AA_ASAP81_PD_NP21-208_PFC"	"AA_ASAP81_PD_NP21-208_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/JGJSeq264_10X_AA_JJ_2023_193/230906_A00681_0900_AHMFLKDMXY/HMFLKDMXY/outs/fastq_path/10X/Seq264_5"	"PFC"
"AA_ASAP82_PD_NP21-217_PFC"	"AA_ASAP82_PD_NP21-217_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/JGJSeq264_10X_AA_JJ_2023_193/230906_A00681_0900_AHMFLKDMXY/HMFLKDMXY/outs/fastq_path/10X/Seq264_6"	"PFC"
"AA_ASAP83_NP16-119_ctrl_PFC"	"AA_ASAP83_NP16-119_ctrl_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/CTG_2024_007_SNSeq_ASAP/data/AA_ASAP83_NP16_119_ctrl_PFCX_S1"	"PFC"
"AA_ASAP84_NP17-216_ctrl_PFC"	"AA_ASAP84_NP17-216_ctrl_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/CTG_2024_007_SNSeq_ASAP/data/AA_ASAP84_NP17_216_ctrl_PFCX_S33"	"PFC"
"AA_ASAP85_NP18-46_ctrl_PFC"	"AA_ASAP85_NP18-46_ctrl_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/CTG_2024_007_SNSeq_ASAP/data/AA_ASAP85_NP18_46_ctrl_PFCX_S19"	"PFC"
"AA_ASAP86_NP18-148_ctrl_PFC"	"AA_ASAP86_NP18-148_ctrl_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/CTG_2024_007_SNSeq_ASAP/data/AA_ASAP86_NP18_148_ctrl_PFC_S26"	"PFC"
"AA_ASAP89_ctrl_NP16-284_PFC"	"AA_ASAP89_ctrl_NP16-284_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/JGJSeq264_10X_AA_JJ_2023_193/230906_A00681_0900_AHMFLKDMXY/HMFLKDMXY/outs/fastq_path/10X/Seq264_3"	"PFC"
"AA_ASAP90_ctrl_NP16-293_PFC"	"AA_ASAP90_ctrl_NP16-293_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/JGJSeq264_10X_AA_JJ_2023_193/230906_A00681_0900_AHMFLKDMXY/HMFLKDMXY/outs/fastq_path/10X/Seq264_2"	"PFC"
"AA_ASAP91_ctrl_NP17-20_PFC"	"AA_ASAP91_ctrl_NP17-20_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/JGJSeq264_10X_AA_JJ_2023_193/230906_A00681_0900_AHMFLKDMXY/HMFLKDMXY/outs/fastq_path/10X/Seq264_1"	"PFC"
"DA428_ASAP13_ctrl_NP16-161_PFC"	"DA428_ASAP13_ctrl_NP16-161_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_1"	"PFC"
"DA430_ASAP9_PD_NP16-162_PFC"	"DA430_ASAP9_PD_NP16-162_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_2"	"PFC"
"DA432_ASAP12_PD_P74_PFC"	"DA432_ASAP12_PD_P74_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_4"	"PFC"
"DA476_ASAP10_PD_NP16-25_PFC"	"DA476_ASAP10_PD_NP16-25_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_8"	"PFC"
"DA480_ASAP15_ctrl_NP16-21_PFC"	"DA480_ASAP15_ctrl_NP16-21_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_7"	"PFC"
"DA488_ASAP16_ctrl_PT231_PFC"	"DA488_ASAP16_ctrl_PT231_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_10"	"PFC"
"DA490_ASAP11_PD_P73_PFC"	"DA490_ASAP11_PD_P73_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_9"	"PFC"
"DA499_ASAP44_PD_NP19-255_PFC"	"DA499_ASAP44_PD_NP19-255_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/ASAP_Project_Raw_Data_pt2/CTG_JGJSeq136_good/Seq136_9"	"PFC"
"DA509_ASAP36_PD_NP19-16_PFC"	"DA509_ASAP36_PD_NP19-16_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/ASAP_Project_Raw_Data_pt2/seq134B_135_137_139/fastq/ASAP/DA509-ASAP36-PD-NP19-16-PFCTX-Seq139-1"	"PFC"
"DA513_ASAP26_PD_NP17-94_PFC"	"DA513_ASAP26_PD_NP17-94_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/ASAP_Project_Raw_Data_pt2/seq134B_135_137_139/fastq/ASAP/DA513-ASAP26-PD-NP17-94-PFCTX-Seq139-5"	"PFC"
"DA774_ASAP26_PD_NP17-94_PFC"	"DA774_ASAP26_PD_NP17-94_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq161_162_10x/220411_A00681_0640_AH5MCJDMXY/H5MCJDMXY/outs/fastq_path/10X/DA774"	"PFC"
"DA775_ASAP22_PD_NP16-269_PFC"	"DA775_ASAP22_PD_NP16-269_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq161_162_10x/220411_A00681_0640_AH5MCJDMXY/H5MCJDMXY/outs/fastq_path/10X/DA775"	"PFC"
"DA777_ASAP28_PD_NP17-191_PFC"	"DA777_ASAP28_PD_NP17-191_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq161_162_10x/220411_A00681_0640_AH5MCJDMXY/H5MCJDMXY/outs/fastq_path/10X/DA777"	"PFC"
"DA785_ASAP47_ctrl_NP17-256_PFC"	"DA785_ASAP47_ctrl_NP17-256_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq161_162_10x/220411_A00681_0640_AH5MCJDMXY/H5MCJDMXY/outs/fastq_path/10X/DA785"	"PFC"
"DA795_ASAP55_ctrl_NP19-37_PFC"	"DA795_ASAP55_ctrl_NP19-37_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq161_162_10x/220411_A00681_0640_AH5MCJDMXY/H5MCJDMXY/outs/fastq_path/10X/DA795"	"PFC"
"DA799_ASAP19_PD_NP16-160_PFC"	"DA799_ASAP19_PD_NP16-160_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/seq163A_164/seq163A_164/outs/fastq_path/Seq163A/DA799_ASAP19_PD_NP16-160_PFCTX_Seq163A"	"PFC"
"DA804_ASAP49_ctrl_NP18-159_PFC"	"DA804_ASAP49_ctrl_NP18-159_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/seq163A_164/seq163A_164/outs/fastq_path/Seq163A/DA804_ASAP49_Ctl_NP18-159_PFCTX_Seq163A"	"PFC"
"DA806_ASAP58_ctrl_NP19-45_PFC"	"DA806_ASAP58_ctrl_NP19-45_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq163B_165A/220502_A00681_0661_BH5MG5DMXY/H5MG5DMXY/outs/fastq_path/10X/DA806"	"PFC"
"DA808_ASAP41_PD_NP19-108_PFC"	"DA808_ASAP41_PD_NP19-108_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq163B_165A/220502_A00681_0661_BH5MG5DMXY/H5MG5DMXY/outs/fastq_path/10X/DA808"	"PFC"
"DA809_ASAP30_PD_NP18-117_PFC"	"DA809_ASAP30_PD_NP18-117_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq163B_165A/220502_A00681_0661_BH5MG5DMXY/H5MG5DMXY/outs/fastq_path/10X/DA809"	"PFC"
"DA810_ASAP34_PD_NP18-304_PFC"	"DA810_ASAP34_PD_NP18-304_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq163B_165A/220502_A00681_0661_BH5MG5DMXY/H5MG5DMXY/outs/fastq_path/10X/DA810"	"PFC"
"DA813_ASAP17_PD_NP16-140_PFC"	"DA813_ASAP17_PD_NP16-140_PFC"	"/path/to/backup/raquelgg_fs5_jakobssonlab/CTG_JGJSeq163B_165A/220502_A00681_0661_BH5MG5DMXY/H5MG5DMXY/outs/fastq_path/10X/DA813"	"PFC"
"MJ_ASAP14_ctrl_NP16-164_PFC"	"MJ_ASAP14_ctrl_NP16-164_PFC"	"/path/to/backup/ysharma_fs5_jakobssonlab/ASAPProject_RawData/Seq109_Batch2_Feb2021/Seq109_3"	"PFC"
"ASAP155_ctrl_NP23-21_PFC"	"ASAP155_ctrl_NP23-21_PFC"	"/path/to/backup/ysharma_fs1_jjlab/raw_data/Undetermined_CTG_2024_063_SNSeq_ASAP/split_output/"	"PFC"
"AA_ASAP145_ctrl_NP19-218_PFC"	"ASAP145_ctrl_NP19-218_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
"AA_ASAP147_ctrl_NP22-37_PFC"	"ASAP147_ctrl_NP22-37_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
"AA_ASAP148_ctrl_NP22-75_PFC"	"ASAP148_ctrl_NP22-75_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
"AA_ASAP150_PD_NP16-285_PFC"	"ASAP150_PD_NP16-285_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
"AA_ASAP151_PD_NP17-232_PFC"	"ASAP151_PD_NP17-232_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
"AA_ASAP152_PD_NP19-91_PFC"	"ASAP152_PD_NP19-91_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
"AA_ASAP153_ctrl_NP19-137_PFC"	"ASAP153_ctrl_NP19-137_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
"AA_ASAP154_ctrl_NP21-04_PFC"	"ASAP154_ctrl_NP21-04_PFC"	"/path/to/backup/ysharma_fs1_jjlab/CTG_2024_063_ASAP_Snuclei/"	"PFC"
