HERV_dup3
HERV_dup4
HERV_dup9
HERV_dup12
HERV_dup14
HERV_dup28
HERV_dup45
HERV_dup46
HERV_dup47
HERV_dup48
HERV_dup49
HERV_dup50
HERV_dup51
HERV_dup52
HERV_dup59
HERV_dup74
HERV_dup88
HERV_dup89
HERV_dup104
HERV_dup111
HERV_dup116
HERV_dup131
HERV_dup135
HERV_dup137
HERV_dup142
HERV_dup146
HERV_dup147
HERV_dup149
HERV_dup150
HERV_dup155
HERV_dup156
HERV_dup161
HERV_dup166
HERV_dup169
HERV_dup172
HERV_dup192
HERV_dup206
HERV_dup207
HERV_dup220
HERV_dup221
HERV_dup226
HERV_dup228
HERV_dup230
HERV_dup235
HERV_dup239
HERV_dup242
HERV_dup245
HERV_dup246
HERV_dup253
HERV_dup283
HERV_dup285
HERV_dup286
HERV_dup296
HERV_dup297
HERV_dup304
HERV_dup313
HERV_dup326
HERV_dup327
HERV_dup335
HERV_dup351
HERV_dup365
HERV_dup367
HERV_dup371
HERV_dup391
HERV_dup392
HERV_dup393
HERV_dup401
HERV_dup405
HERV_dup421
HERV_dup423
HERV_dup444
HERV_dup448
HERV_dup451
HERV_dup464
HERV_dup465
HERV_dup466
HERV_dup476
HERV_dup489
HERV_dup500
HERV_dup510
HERV_dup511
HERV_dup522
HERV_dup528
HERV_dup529
HERV_dup531
HERV_dup535
HERV_dup594
HERV_dup598
HERV_dup602
HERV_dup623
HERV_dup645
HERV_dup646
HERV_dup656
HERV_dup657
HERV_dup668
HERV_dup673
HERV_dup674
HERV_dup676
HERV_dup679
HERV_dup684
HERV_dup701
HERV_dup715
HERV_dup727
HERV_dup752
HERV_dup760
HERV_dup761
HERV_dup766
HERV_dup767
HERV_dup769
HERV_dup801
HERV_dup806
HERV_dup807
HERV_dup808
HERV_dup810
HERV_dup811
HERV_dup813
HERV_dup814
HERV_dup815
HERV_dup817
HERV_dup818
HERV_dup821
HERV_dup822
HERV_dup824
HERV_dup833
HERV_dup834
HERV_dup866
HERV_dup868
HERV_dup869
HERV_dup885
HERV_dup895
HERV_dup896
HERV_dup905
HERV_dup918
HERV_dup920
HERV_dup921
HERV_dup923
HERV_dup931
HERV_dup932
HERV_dup936
HERV_dup937
HERV_dup942
HERV_dup946
HERV_dup955
HERV_dup959
HERV_dup963
HERV_dup983
HERV_dup1020
HERV_dup1021
HERV_dup1022
HERV_dup1023
HERV_dup1024
HERV_dup1031
HERV_dup1033
HERV_dup1058
HERV_dup1077
HERV_dup1078
HERV_dup1086
HERV_dup1087
HERV_dup1091
HERV_dup1092
HERV_dup1095
HERV_dup1096
HERV_dup1098
HERV_dup1105
HERV_dup1110
HERV_dup1113
HERV_dup1122
HERV_dup1135
HERV_dup1140
HERV_dup1145
HERV_dup1160
HERV_dup1161
HERV_dup1164
HERV_dup1165
HERV_dup1176
HERV_dup1177
HERV_dup1179
HERV_dup1220
HERV_dup1227
HERV_dup1237
HERV_dup1238
HERV_dup1259
HERV_dup1262
HERV_dup1263
HERV_dup1265
HERV_dup1266
HERV_dup1267
HERV_dup1274
HERV_dup1275
HERV_dup1293
HERV_dup1294
HERV_dup1323
HERV_dup1328
HERV_dup1329
HERV_dup1335
HERV_dup1338
HERV_dup1340
HERV_dup1347
HERV_dup1349
HERV_dup1353
HERV_dup1380
HERV_dup1408
HERV_dup1410
HERV_dup1411
HERV_dup1432
HERV_dup1451
HERV_dup1469
HERV_dup1475
HERV_dup1478
HERV_dup1482
HERV_dup1483
HERV_dup1492
HERV_dup1505
HERV_dup1506
HERV_dup1510
HERV_dup1511
HERV_dup1524
HERV_dup1525
HERV_dup1535
HERV_dup1536
HERV_dup1548
HERV_dup1550
HERV_dup1551
HERV_dup1552
HERV_dup1563
HERV_dup1565
HERV_dup1567
HERV_dup1568
HERV_dup1571
HERV_dup1573
HERV_dup1575
HERV_dup1577
HERV_dup1582
HERV_dup1584
HERV_dup1593
HERV_dup1594
HERV_dup1595
HERV_dup1599
HERV_dup1610
HERV_dup1612
HERV_dup1626
HERV_dup1635
HERV_dup1647
HERV_dup1680
HERV_dup1682
HERV_dup1695
HERV_dup1712
HERV_dup1722
HERV_dup1723
HERV_dup1741
HERV_dup1744
HERV_dup1745
HERV_dup1746
HERV_dup1760
HERV_dup1766
