HERV_dup773
HERV_dup3270
HERV_dup3063
HERV_dup2801
HERV_dup2936
HERV_dup282
HERV_dup3013
HERV_dup214
HERV_dup1073
HERV_dup2769
HERV_dup2877
HERV_dup3143
HERV_dup3020
HERV_dup990
HERV_dup3406
HERV_dup2941
HERV_dup3124
HERV_dup399
HERV_dup1720
HERV_dup1730
HERV_dup586
HERV_dup108
HERV_dup1268
HERV_dup2188
HERV_dup1394
HERV_dup2264
HERV_dup1089
HERV_dup2480
HERV_dup1298
HERV_dup1920
HERV_dup1240
HERV_dup2353
HERV_dup632
HERV_dup2736
HERV_dup2964
HERV_dup1071
HERV_dup1802
HERV_dup1297
HERV_dup1453
HERV_dup554
HERV_dup251
HERV_dup1972
HERV_dup120
HERV_dup1869
HERV_dup314
HERV_dup1316
HERV_dup661
HERV_dup1390
HERV_dup2319
HERV_dup2598
HERV_dup968
HERV_dup2785
HERV_dup1236
HERV_dup2915
HERV_dup488
HERV_dup1931
HERV_dup2379
HERV_dup3410
HERV_dup3365
HERV_dup2695
HERV_dup1731
HERV_dup2093
HERV_dup3408
HERV_dup3239
HERV_dup1890
HERV_dup2949
HERV_dup1557
HERV_dup2896
HERV_dup3319
HERV_dup58
HERV_dup890
HERV_dup2436
HERV_dup2803
HERV_dup2149
HERV_dup3231
HERV_dup2962
HERV_dup746
HERV_dup626
HERV_dup1324
HERV_dup876
HERV_dup1321
HERV_dup2533
HERV_dup2383
HERV_dup3507
HERV_dup2415
HERV_dup1295
HERV_dup2129
HERV_dup1437
HERV_dup350
HERV_dup215
HERV_dup3388
HERV_dup662
HERV_dup467
HERV_dup3341
HERV_dup2733
HERV_dup249
HERV_dup517
HERV_dup1494
HERV_dup1374
HERV_dup1587
HERV_dup3286
HERV_dup3148
HERV_dup409
HERV_dup377
HERV_dup1556
HERV_dup2588
HERV_dup441
HERV_dup967
HERV_dup2529
HERV_dup729
HERV_dup1973
HERV_dup2735
HERV_dup2646
HERV_dup1532
HERV_dup2500
HERV_dup2653
HERV_dup2555
HERV_dup386
HERV_dup2772
HERV_dup3351
HERV_dup2651
HERV_dup982
HERV_dup1187
HERV_dup1093
HERV_dup2192
HERV_dup1640
HERV_dup1655
HERV_dup1317
HERV_dup3366
HERV_dup851
HERV_dup1658
HERV_dup3118
HERV_dup3037
HERV_dup1228
HERV_dup3220
HERV_dup2739
HERV_dup1851
HERV_dup1953
HERV_dup2158
HERV_dup3108
HERV_dup665
HERV_dup2242
HERV_dup1005
HERV_dup2298
HERV_dup2179
HERV_dup777
HERV_dup591
HERV_dup599
HERV_dup3100
HERV_dup2562
HERV_dup180
HERV_dup357
HERV_dup1029
HERV_dup1653
HERV_dup1491
HERV_dup1671
HERV_dup2696
HERV_dup3416
HERV_dup23
HERV_dup2905
HERV_dup2886
HERV_dup1080
HERV_dup928
HERV_dup3217
HERV_dup1719
HERV_dup1433
HERV_dup2481
HERV_dup3328
HERV_dup577
HERV_dup2747
HERV_dup2977
HERV_dup2848
HERV_dup2604
HERV_dup331
HERV_dup1366
HERV_dup508
HERV_dup2033
HERV_dup710
HERV_dup2730
HERV_dup1614
HERV_dup934
HERV_dup551
HERV_dup469
HERV_dup115
HERV_dup1210
HERV_dup3212
HERV_dup2272
HERV_dup1389
HERV_dup1804
HERV_dup2337
HERV_dup1384
HERV_dup492
HERV_dup3394
HERV_dup1440
HERV_dup1038
HERV_dup1222
HERV_dup1064
HERV_dup419
HERV_dup2632
HERV_dup2187
HERV_dup2034
HERV_dup1668
HERV_dup1285
HERV_dup1520
HERV_dup1156
HERV_dup2620
HERV_dup852
HERV_dup1438
HERV_dup2891
HERV_dup1889
HERV_dup300
HERV_dup900
HERV_dup732
HERV_dup1937
HERV_dup3044
HERV_dup2978
HERV_dup870
HERV_dup38
HERV_dup1496
HERV_dup1926
HERV_dup2303
HERV_dup1013
HERV_dup1201
HERV_dup3673
HERV_dup909
HERV_dup1914
HERV_dup894
HERV_dup975
HERV_dup2655
HERV_dup1923
HERV_dup272
HERV_dup723
HERV_dup2027
HERV_dup739
HERV_dup2130
HERV_dup3248
HERV_dup336
HERV_dup2137
HERV_dup2680
HERV_dup1047
HERV_dup2282
HERV_dup2706
HERV_dup1513
HERV_dup2804
HERV_dup2663
HERV_dup2524
HERV_dup173
HERV_dup3335
HERV_dup127
HERV_dup1724
HERV_dup1212
HERV_dup2041
HERV_dup933
HERV_dup3459
HERV_dup1350
HERV_dup1278
HERV_dup1381
HERV_dup3008
HERV_dup194
HERV_dup61
HERV_dup1378
HERV_dup2378
HERV_dup388
HERV_dup250
HERV_dup2647
HERV_dup344
HERV_dup3688
HERV_dup1304
HERV_dup1090
HERV_dup1114
HERV_dup3215
HERV_dup1891
HERV_dup519
HERV_dup553
HERV_dup2019
HERV_dup243
HERV_dup184
HERV_dup2934
HERV_dup1541
HERV_dup2536
HERV_dup2128
HERV_dup3117
HERV_dup2404
HERV_dup1962
HERV_dup977
HERV_dup1103
HERV_dup3284
HERV_dup3481
HERV_dup2141
HERV_dup2809
HERV_dup1979
HERV_dup277
HERV_dup461
HERV_dup3210
HERV_dup1279
HERV_dup884
HERV_dup1235
HERV_dup39
HERV_dup1412
HERV_dup736
HERV_dup1948
HERV_dup935
HERV_dup434
HERV_dup2985
HERV_dup882
HERV_dup2797
HERV_dup570
HERV_dup2635
HERV_dup1579
HERV_dup3131
HERV_dup2002
HERV_dup1902
HERV_dup1195
HERV_dup1248
HERV_dup1218
HERV_dup803
HERV_dup724
HERV_dup2278
HERV_dup2937
HERV_dup578
HERV_dup1383
HERV_dup276
HERV_dup2134
HERV_dup1129
HERV_dup1527
HERV_dup556
HERV_dup2907
HERV_dup3519
HERV_dup2548
HERV_dup2855
HERV_dup1082
HERV_dup1049
HERV_dup1526
HERV_dup505
HERV_dup321
HERV_dup1470
HERV_dup2728
HERV_dup86
HERV_dup1778
HERV_dup21
HERV_dup1413
HERV_dup2100
HERV_dup568
HERV_dup1638
HERV_dup2334
HERV_dup1364
HERV_dup530
HERV_dup1629
HERV_dup1333
HERV_dup1254
HERV_dup2602
HERV_dup84
HERV_dup1245
HERV_dup776
HERV_dup1417
HERV_dup1401
HERV_dup2290
HERV_dup2320
HERV_dup3031
HERV_dup3179
HERV_dup692
HERV_dup3287
HERV_dup2152
HERV_dup2979
HERV_dup572
HERV_dup1944
HERV_dup3182
HERV_dup2159
HERV_dup185
HERV_dup3073
HERV_dup728
HERV_dup1014
HERV_dup1757
HERV_dup735
HERV_dup1108
HERV_dup671
HERV_dup407
HERV_dup240
HERV_dup17
HERV_dup291
HERV_dup201
HERV_dup1933
HERV_dup595
HERV_dup703
HERV_dup2518
HERV_dup1184
HERV_dup1182
HERV_dup1872
HERV_dup446
HERV_dup1664
HERV_dup1711
HERV_dup1131
HERV_dup2482
HERV_dup634
HERV_dup1099
HERV_dup1327
HERV_dup133
HERV_dup509
HERV_dup1459
HERV_dup2942
HERV_dup3181
HERV_dup772
HERV_dup177
HERV_dup1346
HERV_dup2945
HERV_dup183
HERV_dup2356
HERV_dup1146
HERV_dup1673
HERV_dup2967
HERV_dup981
HERV_dup78
HERV_dup3154
HERV_dup450
HERV_dup1403
HERV_dup1003
HERV_dup381
HERV_dup2972
HERV_dup2441
HERV_dup1549
HERV_dup2557
HERV_dup930
HERV_dup2894
HERV_dup846
HERV_dup1322
HERV_dup3219
HERV_dup3137
HERV_dup1943
HERV_dup1656
HERV_dup1823
HERV_dup2525
HERV_dup452
HERV_dup2464
HERV_dup1639
HERV_dup1868
HERV_dup447
HERV_dup3588
HERV_dup129
HERV_dup1752
HERV_dup1514
HERV_dup3606
HERV_dup3016
HERV_dup389
HERV_dup1239
HERV_dup924
HERV_dup1415
HERV_dup2324
HERV_dup398
HERV_dup1733
HERV_dup2897
HERV_dup850
HERV_dup640
HERV_dup2875
HERV_dup3189
HERV_dup3545
HERV_dup1958
HERV_dup3015
HERV_dup2479
HERV_dup400
HERV_dup1172
HERV_dup2743
HERV_dup3607
