scores,logfoldchanges,pvals,pvals_adj,genes,stable_logfoldchange
27.015852,3.6890602,9.626286512460541e-161,3.103803560212652e-156,PDE4D,0.05066208
26.64639,1.1258373,1.9706407639550915e-156,3.1769685076102005e-152,RANBP3L,0.078706235
25.114008,0.69841796,3.496727064493381e-139,2.818624268511502e-135,CDH20,0.032036982
24.680664,0.63069487,1.7252098054153335e-134,1.112518795120132e-130,TRPS1,0.032494765
24.546097,1.3013182,4.760752277649743e-133,2.5583489281376777e-129,GJA1,0.087600745
23.998682,0.37094733,2.870297943933218e-127,1.3221002372319822e-123,SOX5,0.023794785
23.367498,0.982002,9.150853910539819e-121,3.688137282969192e-117,NFIB,0.040462643
23.214901,4.3055677,3.219926659904775e-119,1.1535566143923295e-115,MT1G,0.20301846
23.012983,1.7593484,3.455691256408832e-117,1.1142185318038997e-113,PDE4DIP,0.05746776
22.472431,0.3092272,7.724367815545626e-112,2.0754732623053135e-108,NEBL,0.019463815
22.152437,0.8537955,9.882550637460691e-109,2.1242872013576338e-105,FUT9,0.038963184
22.12949,0.5055185,1.6442457613550415e-108,3.3134635052106625e-105,MAPK10,0.025196856
22.051195,6.5229816,9.303473534742605e-108,1.7645405716512105e-104,SPARC,0.11895707
21.65669,1.9867741,5.256617687292041e-104,9.416062449519849e-101,MIR4300HG,0.08951498
21.38535,0.7091657,1.8291261594926796e-101,3.1040270926590777e-98,CPE,0.043591395
20.960964,0.5657139,1.4903728885662886e-97,2.2882901450496593e-94,ZBTB20,0.019557474
20.731466,-4.5433583,1.8021651035383087e-95,2.6412367924266223e-92,PHLPP1,0.045553714
20.628439,0.63422614,1.5249529487984003e-94,2.1377851273089922e-91,HPSE2,0.045169063
20.504604,0.44410262,1.958546054912227e-93,2.6312250186889557e-90,MIR99AHG,0.021903925
20.450005,,6.006857575010614e-93,7.747164351642689e-90,TCF4,0.042055428
20.33659,0.61639136,6.102899999072102e-92,7.287992765558584e-89,TNRC6A,0.02589586
20.21579,0.5320934,7.109726495067499e-91,8.187103977873619e-88,ERBB4,0.02174164
19.875172,0.6158647,6.675663088783726e-88,7.422186378332886e-85,MAML2,0.028566597
19.307232,0.5919315,4.6693143213388685e-83,4.856538763320295e-80,NAV3,0.025370922
19.279345,2.003574,8.008505444744663e-83,8.069320032965692e-80,MT1E,0.112866916
19.105688,0.81023264,2.264195988197404e-81,2.2122567044681483e-78,ASB3,0.038755592
18.863098,1.8210431,2.293747704122458e-79,2.1130659206862976e-76,KIF1B,0.035991788
18.671328,1.1062642,8.472186480889709e-78,7.382938073062889e-75,MTSS2,0.05878846
18.506699,0.68353033,1.8233809744289032e-76,1.507468532269516e-73,GRAMD2B,0.040843535
18.314045,,6.393978193365507e-75,5.028318021675221e-72,LRRC4C,0.04181938
18.066713,1.1219022,5.828504103295233e-73,4.370429251222051e-70,WDR49,0.07684006
18.014894,2.327909,1.4886390816915318e-72,1.0908679525222741e-69,MEGF10,0.043885544
17.95536,,4.3574982526118344e-72,3.1221959146436307e-69,DDX17,0.041711617
17.759235,0.92818683,1.462141445080545e-70,1.0248657959506958e-67,ADGRB3,0.024503263
17.729115,0.61519945,2.4993859480147e-70,1.7146319387625097e-67,AHCYL2,0.032711495
17.345434,1.8729093,2.1355615184193208e-67,1.4052430620080441e-64,NR2F1,0.07825849
17.315601,1.1463279,3.5875919141634017e-67,2.313494521767411e-64,SSBP2,0.032781605
17.309689,2.6124446,3.9756559382493376e-67,2.5134720473916352e-64,GRK3,0.053564504
17.282835,0.6089731,6.335590973589012e-67,3.9284319184890484e-64,SASH1,0.027920336
17.212269,0.9736423,2.148503344905468e-66,1.3070602518827735e-63,ADCY8,0.05879985
17.055845,0.5479461,3.1626011369131394e-65,1.8883657121757472e-62,SOX6,0.03284414
16.977179,0.6634387,1.211729852612519e-64,7.103601025051901e-62,UTRN,0.039408732
16.9497,,1.934433158790617e-64,1.1137844346229618e-61,HIP1R,0.05331525
16.924484,0.89118683,2.9693959067955806e-64,1.6796882846107002e-61,PSD2,0.0549108
16.845247,-1.4823171,1.1369327888536063e-63,6.213241340848615e-61,NCKAP5,0.034940314
16.747957,,5.860384689275594e-63,3.0976456317428356e-60,NCAM2,0.03123206
16.68998,1.0676165,1.5502263417878587e-62,8.061927086817086e-60,NDRG2,0.048951272
16.6822,1.0030777,1.7659745553371771e-62,9.038145648847081e-60,PFKP,0.05923932
16.636827,1.3625504,3.7707615671780398e-62,1.899697893914399e-59,SERPINI2,0.08982851
16.616972,,5.251835541175022e-62,2.52738706498666e-59,ZSWIM6,0.033948883
16.324886,,6.566359406984913e-60,2.9819595261889376e-57,HHATL,0.05810026
16.271402,0.6189752,1.575086265880853e-59,7.05354256538838e-57,ARHGEF4,0.037389603
16.09662,0.9126585,2.6942690748101982e-58,1.1900180517685646e-55,ZNF521,0.045604203
16.04686,1.0184528,6.013092172325679e-58,2.620001769085093e-55,MT2A,0.060772773
16.034714,1.5057424,7.311942782986923e-58,3.1434529486912978e-55,CAB39L,0.054278057
16.001324,2.915937,1.2508689876391725e-57,5.3068116800591895e-55,KCNJ10,0.058990546
15.988393,1.9078053,1.539514855894086e-57,6.446568506310781e-55,LINC01094,0.08122628
15.935449,0.68117183,3.5961302777190446e-57,1.4865388274935276e-54,CAMK2G,0.041229337
15.886295,0.3997461,7.88518153637423e-57,3.218252003510308e-54,NKAIN3,0.027181469
15.85959,1.0601225,1.2067915616266957e-56,4.863822540191193e-54,IQCK,0.04603005
15.82286,0.83353525,2.164331635143288e-56,8.615375915052473e-54,ARHGEF26-AS1,0.052573524
15.630869,-2.441926,4.48643564845101e-55,1.722096959678642e-52,VPS13C,0.043551512
15.613835,0.9493977,5.860578693625141e-55,2.2023140031895225e-52,ZFP36L1,0.052986875
15.6136875,1.2974764,5.874112342967433e-55,2.2023140031895225e-52,TOGARAM2,0.07030114
15.583446,-0.9310953,9.432994987362202e-55,3.495954682500224e-52,AKAP6,0.04023754
15.571256,1.428419,1.1414354648977347e-54,4.182193601670189e-52,ABI3BP,0.08872501
15.517903,1.0840266,2.624887592448677e-54,9.50946636441828e-52,TTC28,0.031936895
15.490523,0.8396406,4.0200609784085996e-54,1.440209179186983e-51,DNAH7,0.05248878
15.447644,,7.825142187369282e-54,2.772594060959866e-51,DGKB,0.049651325
15.321312,2.539209,5.509404031096006e-53,1.889784193347112e-50,GPRC5B,0.038084902
15.250861,,1.6247493753586726e-52,5.514399379967335e-50,FMNL2,0.03365791
15.162806,-0.9985349,6.234823912505225e-52,2.0940565355302706e-49,FAM13C,0.047207303
15.16137,0.79432136,6.3725840683184485e-52,2.1182600836576467e-49,PON2,0.04112153
14.974967,0.53080636,1.0702072987923375e-50,3.5210912178531975e-48,DOCK7,0.031024532
14.905338,-1.6542699,3.0426729406233413e-50,9.909586224698828e-48,DPP6,0.04490935
14.829996,1.0292963,9.373783652661241e-50,2.992464418938182e-47,CKB,0.047516692
14.763852,0.55006355,2.5055341621616346e-49,7.843294950541513e-47,ABCA1,0.03263113
14.751282,1.1870387,3.0187646035675497e-49,9.359041068541203e-47,SMYD3,0.034027833
14.725315,0.9194067,4.4340125351839915e-49,1.3487345865277116e-46,FSTL5,0.04785264
14.701666,0.5965951,6.28935763931678e-49,1.8952126949952424e-46,LIFR,0.028507413
14.686972,1.5098157,7.812791895212954e-49,2.3324800840495486e-46,DYNC2H1,0.04213811
14.639754,,1.566336019475729e-48,4.633336906051003e-46,ARAP2,0.035869833
14.614734,1.1331707,2.2623745151831072e-48,6.6314310448226295e-46,EDNRB,0.07610854
14.559468,0.4001778,5.085189503999106e-48,1.463944331941457e-45,ATP1A2,0.02803453
14.5043745,1.7994972,1.1366850186664592e-47,3.2433747837931544e-45,IFRD1,0.054173045
14.488765,1.1676362,1.4268511892189756e-47,4.035610780174336e-45,NWD1,0.072454035
14.423487,0.8295447,3.682605723502409e-47,9.978004734696486e-45,AL160272.1,0.053435408
14.411361,0.9185267,4.389766389983324e-47,1.179493647601936e-44,FAM171A1,0.03349526
14.401331,0.5645405,5.075673208504932e-47,1.3414338628018403e-44,ATP13A4,0.035137545
14.389358,3.1437519,6.035385342060145e-47,1.5821051185694735e-44,MT1F,0.1388269
14.276781,7.4162974,3.0538638774089127e-46,7.877258639943645e-44,FER,0.036966898
14.222142,1.7029427,6.677668847680763e-46,1.7087942591727846e-43,COL16A1,0.048110325
14.189394,1.9047747,1.0657637130331728e-45,2.684642140572546e-43,PTCH1,0.055612937
14.170897,2.125303,1.3871767133767142e-45,3.4671890518918907e-43,DDIT4,0.078659825
14.138287,0.9946591,2.2059010069652782e-45,5.4355930040756804e-43,ARHGAP42,0.050038602
14.1382065,0.811174,2.2084256537354282e-45,5.4355930040756804e-43,DAPK1,0.039319366
14.0514965,2.4696307,7.542341158642656e-45,1.8148336267023518e-42,PHYHIPL,0.038428407
14.049026,0.90974236,7.810120874914542e-45,1.8653461286657003e-42,TPCN1,0.038375657
14.038649,0.69998837,9.042022752940533e-45,2.1436907325225122e-42,SLC39A11,0.02883854
13.969178,2.0397754,2.403842589014273e-44,5.6164562751874775e-42,PACRG,0.049135294
13.916759,0.39295447,5.011231268795176e-44,1.1624253942428985e-41,TRPM3,0.026975045
13.848878,0.885232,1.292140649685051e-43,2.975892211985364e-41,AC106845.1,0.054752517
13.829498,0.7183156,1.6919536708572333e-43,3.869054057407785e-41,AC002429.2,0.048312083
13.638343,0.8627366,2.3688172910018872e-42,5.378716613646046e-40,BMP2K,0.03495257
13.636367,1.604276,2.4338857350578323e-42,5.4878166262566216e-40,CHD9,0.028245863
13.577725,0.9246391,5.4286284275987905e-42,1.1988716876100534e-39,RGS7,0.031645007
13.575185,0.97645265,5.62014198309331e-42,1.2327227072168542e-39,PBX1,0.031295173
13.529289,-1.2325934,1.0503472382388506e-41,2.288266621792923e-39,AC009041.2,0.041998465
13.468166,0.6709332,2.407725848186981e-41,5.1754869682061884e-39,PCDH7,0.029436197
13.413928,0.39260232,5.011297796776216e-41,1.0630215451411549e-38,MGAT4C,0.025918497
13.41171,-1.079099,5.163470540647311e-41,1.0881423571378513e-38,MAP4K5,0.037060432
13.401638,1.132754,5.914324174852554e-41,1.238282820582928e-38,NR3C2,0.03543007
