AA_ASAP133_PD_NP17-232_SN_4,AA_ASAP134_PD_NP19-91_SN_4,AA_ASAP135_PD_NP19-137_SN_4,AA_ASAP127_ctrl_NP19-218_SN_4,AA_ASAP129_ctrl_NP22-37_SN_4,AA_ASAP137_PD_NP23-21_SN_4,DA782_ASAP41_PD_NP19-108_SN_4,DA792_ASAP51_ctrl_NP19-36_SN_4,DA794_ASAP54_ctrl_NP19-37_SN_4,AA_ASAP101_PD_NP21-57_SN_4,AA_ASAP102_PD_NP21-208_SN_4,AA_ASAP103_PD_NP21-217_SN_4,AA_ASAP104_ctrl_NP16-119_SN_4,AA_ASAP108_ctrl_NP18-148_SN_4,AA_ASAP118_PD_NP22-55_SN_4,DA433_ASAP5_ctrl_NP16-161_SN_4,DA429_ASAP1_PD_NP16-162_SN_4,MJ_ASAP6_ctrl_NP16-164_SN_4,DA475_ASAP2_PD_NP16-25_SN_4,DA489_ASAP3_PD_P73_SN_4,DA431_ASAP4_PD_P74_SN_4,DA487_ASAP8_ctrl_PT231_SN_4,DA511_ASAP21_PD_NP16-269_SN_4,DA473_ASAP38_PD_NP19-23_SN_4,AA_ASAP138_PD_NP16-285_PUT_4,AA_ASAP140_PD_NP19-91_PUT_4,AA_ASAP144_PD_NP19-137_PUT_4,AA_ASAP141_ctrl_NP19-218_PUT_4,AA81_ASAP67_PD_NP17-191_PUT_4,AA87_ASAP76_ctrl_NP18-159_PUT_4,AA83_ASAP69_PD_NP18-287_PUT_4,AA84_ASAP71_PD_NP19-16_PUT_4,AA85_ASAP72_PD_NP19-23_PUT_4,AA89_ASAP78_ctrl_NP19-37_PUT_4,AA_ASAP98_ctrl_NP16-119_PUT_4,AA_ASAP94_ctrl_NP17-20_PUT_4,AA_ASAP96_ctrl_NP18-46_PUT_4,AA_ASAP100_ctrl_NP18-148_PUT_4,AA_ASAP97_PD_NP21-57_PUT_4,AA_ASAP117_PD_NP22-55_PUT_4,AA_ASAP87_PD_NP21-208_PUT_4,AA_ASAP88_PD_NP21-217_PUT_4,AA74_ASAP62_PD_NP16-140_PUT_4,AA79_ASAP64_PD_NP16-162_PUT_4,AA77_ASAP61_PD_NP16-25_PUT_4,AA73_ASAP65_PD_NP16-269_PUT_4,AA71_ASAP70_PD_NP18-304_PUT_4,AA76_ASAP74_PD_NP19-255_PUT_4,AA_ASAP83_NP16-119_ctrl_PFC_4,AA_ASAP86_NP18-148_ctrl_PFC_4,AA_ASAP151_PD_NP17-232_PFC_4,AA_ASAP152_PD_NP19-91_PFC_4,AA_ASAP145_ctrl_NP19-218_PFC_4,ASAP155_ctrl_NP23-21_PFC_4,DA499_ASAP44_PD_NP19-255_PFC_4,DA775_ASAP22_PD_NP16-269_PFC_4,DA795_ASAP55_ctrl_NP19-37_PFC_4,DA808_ASAP41_PD_NP19-108_PFC_4,DA806_ASAP58_ctrl_NP19-45_PFC_4,AA_ASAP116_PD_NP22-55_PFC_4,AA_ASAP89_ctrl_NP16-284_PFC_4,AA_ASAP90_ctrl_NP16-293_PFC_4,AA_ASAP80_PD_NP21-57_PFC_4,AA_ASAP82_PD_NP21-217_PFC_4,DA428_ASAP13_ctrl_NP16-161_PFC_4,DA430_ASAP9_PD_NP16-162_PFC_4,MJ_ASAP14_ctrl_NP16-164_PFC_4,DA480_ASAP15_ctrl_NP16-21_PFC_4,DA476_ASAP10_PD_NP16-25_PFC_4,DA490_ASAP11_PD_P73_PFC_4,DA432_ASAP12_PD_P74_PFC_4,DA488_ASAP16_ctrl_PT231_PFC_4,DA804_ASAP49_ctrl_NP18-159_PFC_4,AA_ASAP112_ctrl_NP16-293_AMY_4,AA_ASAP126_PD_NP19-137_AMY_4,AA_ASAP123_ctrl_NP19-218_AMY_4,AA_ASAP131_PD_NP23-21_AMY_4,DA778_ASAP31_PD_NP18-117_AMY_4,DA791_ASAP50_ctrl_NP18-159_AMY_4,DA783_ASAP45_PD_NP19-255_AMY_4,DA793_ASAP53_ctrl_NP19-36_AMY_4,DA811_ASAP18_PD_NP16-140_AMY_4,DA807_ASAP29_PD_NP17-191_AMY_4,DA805_ASAP56_ctrl_NP19-37_AMY_4,AA_ASAP110_ctrl_NP16-119_AMY_4,AA_ASAP113_ctrl_NP18-148_AMY_4,AA_ASAP114_PD_NP21-57_AMY_4,AA_ASAP115_PD_NP21-208_AMY_4,AA_ASAP119_PD_NP22-55_AMY_4,DA474_ASAP24_PD_NP16-25_AMY_4,DA512_ASAP60_ctrl_NP19-45_AMY_4,DA802_ASAP40_PD_NP19-23_AMY_4,DA801_ASAP53_ctrl_NP19-36_AMY_4
0.138461538461538,0,0.0593792172739541,0.00347222222222222,0,0.00947867298578199,0,0.0072992700729927,0,0.00938967136150235,0,0.0174081237911025,0,0,0.00518134715025907,0,0.0236686390532544,0.0103896103896104,0.00378787878787879,0.008,0,0,0.0213414634146341,0,0,0,0,0,0.0159574468085106,0.0100671140939597,0,0.00613496932515337,0,0.0173913043478261,0.0108695652173913,0,0.0140845070422535,0,0.00321543408360129,0.00469483568075117,0.00465116279069767,0,0.00860585197934595,0,0,0,0.00763358778625954,0.00462962962962963,0,0,0,0,0,0,0,0.0298507462686567,0.00900900900900901,0.0175438596491228,0,0.00342465753424658,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0.0045662100456621,0,0.13953488372093,0,0.0154867256637168,0,0,0,0,0,0,0,0,0,0,0.0238500851788756,0,0,0,0.0112359550561798,0,0.0368663594470046
0.274358974358974,0.0597014925373134,0.0931174089068826,0.0451388888888889,0.0282685512367491,0.0710900473933649,0.069620253164557,0.0072992700729927,0.0748299319727891,0,0,0.0290135396518375,0.0045045045045045,0.014336917562724,0.0466321243523316,0.161904761904762,0.437869822485207,0.00779220779220779,0.5,0.114666666666667,0.0136986301369863,0,0.0213414634146341,0.129310344827586,0,0.0412371134020619,0.0402298850574713,0,0,0.00335570469798658,0.0546448087431694,0.0429447852760736,0,0.0521739130434783,0.0108695652173913,0,0,0.0178571428571429,0.0160771704180064,0.0375586854460094,0,0,0.0275387263339071,0.103174603174603,0.198019801980198,0,0.0152671755725191,0,0.00386100386100386,0,0,0.0366492146596859,0,0,0.0202020202020202,0,0.0540540540540541,0.192982456140351,0,0.023972602739726,0,0,0.0154440154440154,0,0.00952380952380952,0.0130718954248366,0,0,0.251533742331288,0,0.010989010989011,0.0091324200913242,0.115384615384615,0,0.0223752151462995,0.106194690265487,0.0307692307692308,0,0,0.00862068965517241,0.0204778156996587,0.0268817204301075,0.079646017699115,0.185567010309278,0,0,0.0596252129471891,0,0.0876132930513595,0.206611570247934,0,0.0945945945945946,0
0.1,0.0149253731343284,0.10391363022942,0.0104166666666667,0.00706713780918728,0.213270142180095,0.0253164556962025,0.0145985401459854,0.0204081632653061,0,0.00749063670411985,0.0290135396518375,0.0810810810810811,0.0501792114695341,0.0984455958549223,0,0.103550295857988,0.0207792207792208,0.0984848484848485,0.04,0,0.010989010989011,0,0,0.0101010101010101,0,0.0373563218390805,0,0.074468085106383,0.0134228187919463,0.0437158469945355,0.0122699386503067,0,0,0.0036231884057971,0.0377358490566038,0,0.0357142857142857,0.0160771704180064,0.0187793427230047,0.0186046511627907,0.00561797752808989,0.0585197934595525,0.00396825396825397,0.212871287128713,0,0.0687022900763359,0.277777777777778,0.00386100386100386,0,0,0,0.0169491525423729,0,0.0404040404040404,0.0149253731343284,0,0.0263157894736842,0.013986013986014,0.0684931506849315,0,0.0405405405405405,0.0154440154440154,0,0,0.0457516339869281,0,0,0.128834355828221,0.00420168067226891,0.010989010989011,0.0136986301369863,0,0.0116279069767442,0.00344234079173838,0,0.0153846153846154,0.027972027972028,0.0120481927710843,0.00862068965517241,0.0102389078498294,0.0537634408602151,0.079646017699115,0.0274914089347079,0.0382775119617225,0.0384615384615385,0.00851788756388416,0.00625,0.00604229607250755,0.0247933884297521,0,0.0135135135135135,0.0184331797235023
0,0,0.039136302294197,0,0,0,0,0,0,0,0.0711610486891386,0,0.0315315315315315,0,0,0,0,0,0.0416666666666667,0.008,0,0,0.00609756097560976,0.0603448275862069,0,0,0.0258620689655172,0,0.00531914893617021,0,0.0765027322404372,0.0245398773006135,0.201754385964912,0,0,0,0,0,0,0.00704225352112676,0.0883720930232558,0,0.0309810671256454,0.0119047619047619,0.0297029702970297,0,0.00763358778625954,0,0.00386100386100386,0,0,0,0,0,0,0,0,0.105263157894737,0,0.0273972602739726,0,0,0.00386100386100386,0,0,0.0065359477124183,0,0,0.0613496932515337,0,0,0,0.105769230769231,0,0,0,0,0,0.108433734939759,0,0.00341296928327645,0,0,0.00687285223367698,0.0398724082934609,0,0.00170357751277683,0,0.13595166163142,0.0413223140495868,0,0,0
0.00256410256410256,0,0.0742240215924427,0,0.0176678445229682,0.0947867298578199,0,0.0072992700729927,0.054421768707483,0.0234741784037559,0.0112359550561798,0.00193423597678917,0,0,0,0,0.0473372781065089,0,0.00757575757575758,0.032,0.0547945205479452,0,0,0,0,0,0,0.0160427807486631,0,0.00335570469798658,0,0,0,0,0,0,0,0,0.00643086816720257,0,0,0,0.0189328743545611,0,0,0,0.0152671755725191,0,0,0,0.0379746835443038,0,0,0,0,0,0,0,0.0629370629370629,0.0136986301369863,0,0,0.00772200772200772,0,0,0,0,0.365384615384615,0,0,0,0.0045662100456621,0.0288461538461538,0,0.00172117039586919,0.00663716814159292,0,0,0,0,0,0.0161290322580645,0,0,0.00159489633173844,0,0.00340715502555366,0.00625,0,0,0.0112359550561798,0.0135135135135135,0
0.0692307692307692,0.0447761194029851,0.0688259109311741,0.0173611111111111,0.00706713780918728,0.123222748815166,0.0632911392405063,0.0218978102189781,0.0272108843537415,0.0516431924882629,0.052434456928839,0.0502901353965184,0.0405405405405405,0.025089605734767,0.0259067357512953,0.019047619047619,0.0236686390532544,0.0025974025974026,0.0265151515151515,0.00266666666666667,0.0136986301369863,0.00549450549450549,0.00914634146341463,0,0.0202020202020202,0.0257731958762887,0.0258620689655172,0.0053475935828877,0.0851063829787234,0.0973154362416107,0.092896174863388,0.0245398773006135,0.0350877192982456,0.00869565217391304,0.0253623188405797,0,0.0845070422535211,0.0386904761904762,0.0707395498392283,0.0117370892018779,0.027906976744186,0.0168539325842697,0.0533562822719449,0.0119047619047619,0.0643564356435644,0.00609756097560976,0.0152671755725191,0.0324074074074074,0.0579150579150579,0.0303030303030303,0.0379746835443038,0.031413612565445,0.0338983050847458,0.0588235294117647,0.0303030303030303,0.0298507462686567,0.0720720720720721,0.0964912280701754,0.027972027972028,0.0513698630136986,0.0428571428571429,0.027027027027027,0.0926640926640927,0.0428571428571429,0.00952380952380952,0.0065359477124183,0.0566037735849057,0,0.0736196319018405,0.0210084033613445,0,0.0091324200913242,0.0192307692307692,0.0116279069767442,0.0189328743545611,0.0243362831858407,0.0307692307692308,0.041958041958042,0.0481927710843374,0.0172413793103448,0.0204778156996587,0.032258064516129,0.0619469026548673,0.0378006872852234,0.0159489633173844,0.0480769230769231,0.0255536626916525,0.025,0.0362537764350453,0.0413223140495868,0.0224719101123595,0,0.0276497695852535
0.00769230769230769,0,0.0350877192982456,0,0,0,0,0.0437956204379562,0,0.00469483568075117,0,0,0,0,0.0725388601036269,0,0,0,0.0681818181818182,0.016,0,0,0,0,0,0.0206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0.00964630225080386,0,0,0,0,0.00793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772200772200772,0,0,0.0130718954248366,0,0,0,0,0,0,0,0,0,0,0,0.00699300699300699,0,0,0,0,0.0265486725663717,0.013745704467354,0.00478468899521531,0,0.030664395229983,0,0.00604229607250755,0,0,0,0
0.0102564102564103,0.0298507462686567,0.0715249662618084,0,0,0.0616113744075829,0.0316455696202532,0.0291970802919708,0.00680272108843537,0.028169014084507,0.0411985018726592,0,0,0,0,0,0,0,0.0151515151515152,0.00266666666666667,0,0,0.00609756097560976,0,0,0,0,0,0.0585106382978723,0,0,0.0245398773006135,0,0,0,0,0,0.00297619047619048,0,0,0.0883720930232558,0,0.00516351118760757,0.00793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0.036036036036036,0.149122807017544,0,0.0136986301369863,0,0,0,0,0,0,0,0,0.00613496932515337,0,0,0,0.0961538461538462,0,0,0,0,0.048951048951049,0.036144578313253,0,0,0,0.0442477876106195,0.0206185567010309,0,0,0.0187393526405451,0,0,0.0206611570247934,0,0,0
0.0743589743589744,0,0.00539811066126856,0,0,0.004739336492891,0,0.0510948905109489,0.0204081632653061,0.0328638497652582,0,0.00773694390715667,0,0.003584229390681,0.00518134715025907,0,0.13905325443787,0.0103896103896104,0.0189393939393939,0.016,0.0136986301369863,0,0.0274390243902439,0,0,0,0.0172413793103448,0,0.0159574468085106,0.00335570469798658,0.0546448087431694,0,0,0,0.0144927536231884,0,0,0,0.00321543408360129,0,0.00465116279069767,0,0.0654044750430293,0.0158730158730159,0.00495049504950495,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0.018018018018018,0,0,0,0,0,0.00386100386100386,0,0,0,0,0.0192307692307692,0,0.00420168067226891,0,0,0,0,0.00688468158347676,0,0,0.216783216783217,0,0,0,0.0376344086021505,0.0707964601769911,0.0103092783505155,0.0191387559808612,0.0128205128205128,0.0119250425894378,0,0,0.0454545454545455,0,0,0.0138248847926267
0,0,0.0242914979757085,0,0,0,0.0126582278481013,0,0,0,0,0,0,0,0,0,0.0473372781065089,0,0,0,0.0616438356164384,0,0.00609756097560976,0,0.131313131313131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586854460093897,0,0,0.0137693631669535,0,0.108910891089109,0,0,0.0324074074074074,0.00386100386100386,0,0,0,0,0,0,0,0,0.0087719298245614,0,0,0,0,0.00386100386100386,0,0,0,0,0,0,0,0,0.0045662100456621,0.0769230769230769,0,0.00516351118760757,0,0,0,0,0.0344827586206897,0,0,0,0.0206185567010309,0.0334928229665072,0,0.00340715502555366,0,0,0.0289256198347107,0,0,0.00460829493087558
