AA_ASAP133_PD_NP17-232_SN_4,AA_ASAP134_PD_NP19-91_SN_4,AA_ASAP135_PD_NP19-137_SN_4,AA_ASAP127_ctrl_NP19-218_SN_4,AA_ASAP129_ctrl_NP22-37_SN_4,AA_ASAP137_PD_NP23-21_SN_4,DA782_ASAP41_PD_NP19-108_SN_4,DA792_ASAP51_ctrl_NP19-36_SN_4,DA794_ASAP54_ctrl_NP19-37_SN_4,AA_ASAP101_PD_NP21-57_SN_4,AA_ASAP102_PD_NP21-208_SN_4,AA_ASAP103_PD_NP21-217_SN_4,AA_ASAP104_ctrl_NP16-119_SN_4,AA_ASAP108_ctrl_NP18-148_SN_4,AA_ASAP118_PD_NP22-55_SN_4,DA433_ASAP5_ctrl_NP16-161_SN_4,DA429_ASAP1_PD_NP16-162_SN_4,MJ_ASAP6_ctrl_NP16-164_SN_4,DA475_ASAP2_PD_NP16-25_SN_4,DA489_ASAP3_PD_P73_SN_4,DA431_ASAP4_PD_P74_SN_4,DA487_ASAP8_ctrl_PT231_SN_4,DA511_ASAP21_PD_NP16-269_SN_4,DA473_ASAP38_PD_NP19-23_SN_4,AA_ASAP138_PD_NP16-285_PUT_4,AA_ASAP140_PD_NP19-91_PUT_4,AA_ASAP144_PD_NP19-137_PUT_4,AA_ASAP141_ctrl_NP19-218_PUT_4,AA81_ASAP67_PD_NP17-191_PUT_4,AA87_ASAP76_ctrl_NP18-159_PUT_4,AA83_ASAP69_PD_NP18-287_PUT_4,AA84_ASAP71_PD_NP19-16_PUT_4,AA85_ASAP72_PD_NP19-23_PUT_4,AA89_ASAP78_ctrl_NP19-37_PUT_4,AA_ASAP98_ctrl_NP16-119_PUT_4,AA_ASAP94_ctrl_NP17-20_PUT_4,AA_ASAP96_ctrl_NP18-46_PUT_4,AA_ASAP100_ctrl_NP18-148_PUT_4,AA_ASAP97_PD_NP21-57_PUT_4,AA_ASAP117_PD_NP22-55_PUT_4,AA_ASAP87_PD_NP21-208_PUT_4,AA_ASAP88_PD_NP21-217_PUT_4,AA74_ASAP62_PD_NP16-140_PUT_4,AA79_ASAP64_PD_NP16-162_PUT_4,AA77_ASAP61_PD_NP16-25_PUT_4,AA73_ASAP65_PD_NP16-269_PUT_4,AA71_ASAP70_PD_NP18-304_PUT_4,AA76_ASAP74_PD_NP19-255_PUT_4,AA_ASAP83_NP16-119_ctrl_PFC_4,AA_ASAP86_NP18-148_ctrl_PFC_4,AA_ASAP151_PD_NP17-232_PFC_4,AA_ASAP152_PD_NP19-91_PFC_4,AA_ASAP145_ctrl_NP19-218_PFC_4,ASAP155_ctrl_NP23-21_PFC_4,DA499_ASAP44_PD_NP19-255_PFC_4,DA775_ASAP22_PD_NP16-269_PFC_4,DA795_ASAP55_ctrl_NP19-37_PFC_4,DA808_ASAP41_PD_NP19-108_PFC_4,DA806_ASAP58_ctrl_NP19-45_PFC_4,AA_ASAP116_PD_NP22-55_PFC_4,AA_ASAP89_ctrl_NP16-284_PFC_4,AA_ASAP90_ctrl_NP16-293_PFC_4,AA_ASAP80_PD_NP21-57_PFC_4,AA_ASAP82_PD_NP21-217_PFC_4,DA428_ASAP13_ctrl_NP16-161_PFC_4,DA430_ASAP9_PD_NP16-162_PFC_4,MJ_ASAP14_ctrl_NP16-164_PFC_4,DA480_ASAP15_ctrl_NP16-21_PFC_4,DA476_ASAP10_PD_NP16-25_PFC_4,DA490_ASAP11_PD_P73_PFC_4,DA432_ASAP12_PD_P74_PFC_4,DA488_ASAP16_ctrl_PT231_PFC_4,DA804_ASAP49_ctrl_NP18-159_PFC_4,AA_ASAP112_ctrl_NP16-293_AMY_4,AA_ASAP126_PD_NP19-137_AMY_4,AA_ASAP123_ctrl_NP19-218_AMY_4,AA_ASAP131_PD_NP23-21_AMY_4,DA778_ASAP31_PD_NP18-117_AMY_4,DA791_ASAP50_ctrl_NP18-159_AMY_4,DA783_ASAP45_PD_NP19-255_AMY_4,DA793_ASAP53_ctrl_NP19-36_AMY_4,DA811_ASAP18_PD_NP16-140_AMY_4,DA807_ASAP29_PD_NP17-191_AMY_4,DA805_ASAP56_ctrl_NP19-37_AMY_4,AA_ASAP110_ctrl_NP16-119_AMY_4,AA_ASAP113_ctrl_NP18-148_AMY_4,AA_ASAP114_PD_NP21-57_AMY_4,AA_ASAP115_PD_NP21-208_AMY_4,AA_ASAP119_PD_NP22-55_AMY_4,DA474_ASAP24_PD_NP16-25_AMY_4,DA512_ASAP60_ctrl_NP19-45_AMY_4,DA802_ASAP40_PD_NP19-23_AMY_4,DA801_ASAP53_ctrl_NP19-36_AMY_4
0.00769230769230769,0,0,0.00347222222222222,0,0.023696682464455,0,0,0,0.0187793427230047,0.0262172284644195,0.0193423597678917,0,0,0.038860103626943,0,0.0029585798816568,0,0,0.0106666666666667,0,0,0.00609756097560976,0.0689655172413793,0,0,0.00574712643678161,0,0.0851063829787234,0.0100671140939597,0.0327868852459016,0.00613496932515337,0,0,0.0181159420289855,0,0,0,0.0257234726688103,0.00704225352112676,0.0232558139534884,0.00561797752808989,0.0585197934595525,0.00396825396825397,0,0,0.0381679389312977,0.0277777777777778,0,0,0,0.0104712041884817,0.0338983050847458,0,0.0303030303030303,0.0149253731343284,0,0,0.013986013986014,0.0616438356164384,0,0.027027027027027,0.0154440154440154,0.0642857142857143,0,0.0261437908496732,0,0,0,0,0,0.0182648401826484,0.0576923076923077,0,0,0,0,0.020979020979021,0.0843373493975904,0.0689655172413793,0.0511945392491468,0.0967741935483871,0,0.00343642611683849,0.0111642743221691,0,0.010221465076661,0,0,0.00826446280991736,0,0.0135135135135135,0.0414746543778802
0.0948717948717949,0,0.0377867746288799,0,0,0,0,0,0.0204081632653061,0,0,0.00967117988394584,0.00900900900900901,0,0.0569948186528497,0,0.0384615384615385,0.0207792207792208,0,0,0.0821917808219178,0,0.00914634146341463,0,0,0,0,0,0.0212765957446809,0,0.0273224043715847,0,0,0,0,0,0,0.00595238095238095,0.00643086816720257,0,0,0,0.0378657487091222,0.00396825396825397,0.0198019801980198,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0.00900900900900901,0.0175438596491228,0.013986013986014,0,0,0,0.00386100386100386,0,0,0.0065359477124183,0,0,0,0,0,0,0,0,0,0.0309734513274336,0,0.027972027972028,0.0240963855421687,0,0.0102389078498294,0.00537634408602151,0.00884955752212389,0.00343642611683849,0.0207336523125997,0.00641025641025641,0.0136286201022147,0,0,0.00826446280991736,0,0,0.00460829493087558
0.0384615384615385,0,0.129554655870445,0,0,0.0947867298578199,0.0189873417721519,0.0072992700729927,0,0,0.0149812734082397,0.011605415860735,0.0585585585585586,0,0.0103626943005181,0,0.144970414201183,0.0207792207792208,0.159090909090909,0,0,0,0.0213414634146341,0,0.121212121212121,0.0412371134020619,0.0229885057471264,0,0,0,0.0327868852459016,0,0.105263157894737,0.0608695652173913,0.0652173913043478,1.77358490566038,0.0563380281690141,0,0.00643086816720257,0.0469483568075117,0.0790697674418605,0,0.0292598967297762,0.00793650793650794,0.118811881188119,0.140243902439024,0,0,0.027027027027027,0,0.126582278481013,0,0,0,0,0,0.0900900900900901,0.228070175438596,0,0.0445205479452055,0.128571428571429,0.0405405405405405,0,0.0214285714285714,0.0761904761904762,0,0.113207547169811,0,0.208588957055215,0,0,0,0,0,0,0.00221238938053097,0,0.132867132867133,0.0120481927710843,0,0.0614334470989761,0.0591397849462366,0,0.0343642611683849,0.0478468899521531,0.0288461538461538,0.00851788756388416,0.03125,0.0211480362537764,0.111570247933884,0,0,0.00921658986175115
0.0461538461538462,0,0.0458839406207827,0,0.00353356890459364,0,0.0632911392405063,0,0.0408163265306122,0.00469483568075117,0.052434456928839,0.0444874274661509,0.0045045045045045,0.021505376344086,0.038860103626943,0.0428571428571429,0.0798816568047337,0.0545454545454545,0.0151515151515152,0.0266666666666667,0,0.00549450549450549,0.00609756097560976,0,0.131313131313131,0,0.0229885057471264,0,0.0159574468085106,0.00671140939597315,0.0382513661202186,0,0,0,0.0144927536231884,0,0,0.00595238095238095,0.00964630225080386,0.0164319248826291,0.0232558139534884,0.0168539325842697,0.0327022375215146,0,0,0,0,0.0416666666666667,0.0463320463320463,0,0,0.00523560209424084,0,0,0,0,0.0990990990990991,0.149122807017544,0.020979020979021,0.023972602739726,0,0.0135135135135135,0.00386100386100386,0,0,0,0,0,0.00613496932515337,0,0,0.0091324200913242,0,0,0,0.0309734513274336,0,0.0629370629370629,0.0120481927710843,0.0344827586206897,0.0170648464163823,0.0860215053763441,0.0265486725663717,0.013745704467354,0.0574162679425837,0.0128205128205128,0.0153321976149915,0.00625,0.0604229607250755,0.012396694214876,0,0.0540540540540541,0.0138248847926267
0.0102564102564103,0.134328358208955,0.0539811066126856,0,0,0,0.0316455696202532,0.0072992700729927,0,0,0,0.011605415860735,0,0.017921146953405,0.0259067357512953,0,0.0502958579881657,0.00519480519480519,0.00757575757575758,0,0,0,0,0,0,0.0515463917525773,0,0.0053475935828877,0,0,0.0655737704918033,0.00613496932515337,0,0,0,0,0,0.00297619047619048,0.0128617363344051,0,0,0.0842696629213483,0.00860585197934595,0,0.0693069306930693,0,0.0687022900763359,0.037037037037037,0.00386100386100386,0,0.0506329113924051,0,0,0,0,0.0597014925373134,0,0.0526315789473684,0.00699300699300699,0,0.0142857142857143,0,0.00386100386100386,0.00714285714285714,0.019047619047619,0,0,0,0,0.00420168067226891,0,0,0,0.0116279069767442,0,0,0,0,0,0.0431034482758621,0,0.010752688172043,0.00884955752212389,0.00343642611683849,0.00956937799043062,0,0.0221465076660988,0.00625,0.0302114803625378,0.012396694214876,0,0.0135135135135135,0.00460829493087558
0,0,0.0337381916329285,0,0.0106007067137809,0,0,0,0,0,0.00749063670411985,0,0,0.010752688172043,0.103626943005181,0,0.115384615384615,0.0025974025974026,0,0,0.0273972602739726,0,0.0213414634146341,0,0,0.0103092783505155,0.0114942528735632,0,0.0106382978723404,0,0,0.00613496932515337,0,0,0.0036231884057971,0,0,0.00892857142857143,0.00964630225080386,0.0305164319248826,0,0,0.00344234079173838,0,0,0.146341463414634,0.00763358778625954,0,0.00386100386100386,0.101010101010101,0,0,0,0,0,0,0,0.0175438596491228,0,0.0171232876712329,0,0,0,0,0,0,0,0,0,0.0126050420168067,0,0.0136986301369863,0.0384615384615385,0,0,0.0199115044247788,0,0.118881118881119,0.0602409638554217,0,0.0136518771331058,0,0,0,0.0191387559808612,0,0,0,0,0,0,0,0
0,0,0.0512820512820513,0.0555555555555556,0.03886925795053,0.042654028436019,0.0189873417721519,0.124087591240876,0.0408163265306122,0.0845070422535211,0.168539325842697,0.0386847195357834,0.0135135135135135,0.0860215053763441,0.0492227979274611,0.080952380952381,0,0.158441558441558,0.0757575757575758,0,0.0205479452054795,0.434065934065934,0.0457317073170732,0.0344827586206897,0.0101010101010101,0,0.0603448275862069,0,0.0478723404255319,0.0100671140939597,0.0710382513661202,0.0184049079754601,0.12280701754386,0,0.0289855072463768,0,0.028169014084507,0.0148809523809524,0.067524115755627,0.0469483568075117,0.013953488372093,0.0786516853932584,0.0602409638554217,0.00396825396825397,0.178217821782178,0.0365853658536585,0.137404580152672,0.763888888888889,0.0386100386100386,0.0303030303030303,0,0.0261780104712042,0.152542372881356,0,0.0101010101010101,0.283582089552239,0,0.087719298245614,0.00699300699300699,0.136986301369863,0.0428571428571429,0.0540540540540541,0.1003861003861,0.0428571428571429,0,0.0261437908496732,0,0.0576923076923077,0.0122699386503067,0.00840336134453781,0,0.105022831050228,0.00961538461538462,0,0.00688468158347676,0.0176991150442478,0,0.27972027972028,0.36144578313253,0.413793103448276,0,0.198924731182796,0.0530973451327434,0.0103092783505155,0.0303030303030303,0.0576923076923077,0.146507666098807,0.0875,0.123867069486405,0.0785123966942149,0,0.148648648648649,0.0645161290322581
0.0487179487179487,0.313432835820896,0.0863697705802969,0.03125,0.0918727915194346,0.260663507109005,0.0759493670886076,0.109489051094891,0.0952380952380952,0.0563380281690141,0.0711610486891386,0.0618955512572534,0.036036036036036,0.236559139784946,0.0984455958549223,0.0761904761904762,0.254437869822485,0.454545454545455,0.128787878787879,0.112,0.0958904109589041,0.302197802197802,0.0365853658536585,0,0,0.0412371134020619,0.0833333333333333,0,0.287234042553192,0.0335570469798658,0.437158469945355,0.0736196319018405,0.043859649122807,0,0.0869565217391304,0,0.028169014084507,0.0178571428571429,0.0514469453376206,0.0234741784037559,0.0976744186046512,0.269662921348315,0.125645438898451,0.0317460317460317,0.262376237623762,0.0792682926829268,0.083969465648855,1.14351851851852,0.0347490347490347,0.0909090909090909,0.215189873417722,0.0837696335078534,0.0338983050847458,0,0.0202020202020202,0.194029850746269,0,0.280701754385965,0.146853146853147,0.229452054794521,0.0142857142857143,0,0.0193050193050193,0.0285714285714286,0,0.0130718954248366,0,0,0.0797546012269939,0,0.032967032967033,0.0639269406392694,0.0961538461538462,0.267441860465116,0,0.0199115044247788,0.0615384615384615,0.111888111888112,0.0843373493975904,0.189655172413793,0.122866894197952,0.204301075268817,0.495575221238938,0.00343642611683849,0.0733652312599681,0.115384615384615,0.0715502555366269,0.05,0.0453172205438066,0.148760330578512,0,0.0675675675675676,0.248847926267281
0.00256410256410256,0,0.0107962213225371,0.00347222222222222,0.00353356890459364,0.014218009478673,0.0189873417721519,0.0145985401459854,0.00680272108843537,0.00469483568075117,0.0112359550561798,0.00967117988394584,0.0045045045045045,0.010752688172043,0.0155440414507772,0.0142857142857143,0.0029585798816568,0.012987012987013,0.0151515151515152,0.008,0.0136986301369863,0.0494505494505494,0.00304878048780488,0.0172413793103448,0.0202020202020202,0,0.00862068965517241,0.0053475935828877,0.0478723404255319,0.0100671140939597,0.0327868852459016,0.0122699386503067,0.0263157894736842,0,0,0,0,0.00297619047619048,0.0160771704180064,0.00469483568075117,0.00930232558139535,0.0337078651685393,0.0258175559380379,0.00793650793650794,0.0099009900990099,0.0182926829268293,0.0687022900763359,0.0277777777777778,0.00772200772200772,0.0202020202020202,0,0,0,0,0,0,0.018018018018018,0.0175438596491228,0.027972027972028,0.00342465753424658,0,0.0135135135135135,0.0193050193050193,0.0142857142857143,0,0.0130718954248366,0,0,0.00613496932515337,0,0,0.0091324200913242,0.0192307692307692,0,0,0.00221238938053097,0.0153846153846154,0.020979020979021,0,0.0258620689655172,0.0273037542662116,0.010752688172043,0.00884955752212389,0.0240549828178694,0.0127591706539075,0.00641025641025641,0.010221465076661,0.00625,0,0.0289256198347107,0,0,0.0368663594470046
0.0282051282051282,0,0.0310391363022942,0.00694444444444444,0.0106007067137809,0,0.0886075949367089,0.0875912408759124,0.0272108843537415,0,0.00749063670411985,0.0212765957446809,0,0,0.0077720207253886,0.0857142857142857,0.014792899408284,0.0025974025974026,0.0227272727272727,0.00533333333333333,0,0.115384615384615,0,0,0,0,0.00574712643678161,0,0.0904255319148936,0,0.0765027322404372,0,0,0,0,0,0,0.00595238095238095,0.022508038585209,0.0633802816901408,0.00930232558139535,0,0.0550774526678141,0,0.0891089108910891,0.0121951219512195,0,0,0.0115830115830116,0.0303030303030303,0,0,0,0,0,0.0298507462686567,0.00900900900900901,0.105263157894737,0,0.00684931506849315,0,0,0.00772200772200772,0,0.0285714285714286,0,0,0,0.0245398773006135,0.0126050420168067,0,0,0,0,0.0206540447504303,0,0,0.034965034965035,0,0.00862068965517241,0.00341296928327645,0.0698924731182796,0.0442477876106195,0.0240549828178694,0.0143540669856459,0.00641025641025641,0.00511073253833049,0,0.217522658610272,0.0413223140495868,0,0.175675675675676,0
